"ID","Position Title","Campus : Location","Position Type","Employment Type","# of Openings","Posting Date","Closing Date","Who May Apply","Department/Unit","Benefits Eligible","FLSA Status","Job URL (Linked)","Special Instructions for Candidates (Text Only)","Job Summary and Essential Functions (Text Only)"
"2019-4115","Part Time Program Coordinator II, Habiger Institute for Catholic Leadership","US-MN-St. Paul","Staff","Part-Time Staff","1","5/28/2019","Open Until Filled","This position is open to all qualified applicants.","Center for Catholic Studies - CAS","No","Non-Exempt/Hourly","","","The University of St. Thomas invites qualified candidates to apply for a Part-Time Coordinator II opportunity within the Habiger Institute for Catholic Leadership within the Center for Catholic Studies. ÿ The University of St. Thomas embraces diversity, inclusion, and equal opportunity for all. Our convictions of dignity, diversity and personal attention call us to embody and champion a diverse, equitable and inclusive environment.ÿ We welcome applicants of diverse races, ethnicities, geographic origins, gender identities, ages, socioeconomic backgrounds, sexual orientations, religions, work experience, physical and intellectual abilities, and financial means. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. This commitment is consistent with our mission to inspire our students, using the Catholic intellectual tradition, to think critically, work skillfully, and act wisely ? all for the common good.ÿ A successful candidate will possess a commitment to the ideals of this mission. ÿ JOIN OUR COMMUNITY As a part-time employee, the University of St. Thomas offers a pro-rated competitive and comprehensive benefits program, which includes: - Tuition Remissions for employees, spouses, and dependents upon eligibility (50% or more based on full-time equivalency) - Paid Holidays and Paid Leave Time (PLT) - Employee contributions to a 403b retirement account JOB SUMMARY As a part-time coordinator II, this person will focus on the execution of programs related to the Leadership Interns and LLCs.ÿ The coordinator is responsible for running the Leadership Interns program by training the staff, attending and evaluating Tommie Catholic (student-training campus events), and attending and executing the Vision Retreat and Spring Institute.ÿ The coordinator will also be responsible for working with the Catholic Studies LLCs by providing spiritual formation for students. ÿ The anticipated hours for this position are 20 hrs/week. ÿ ESSENTIAL FUNCTIONS - Initiate and oversee a planning process for setting up the school year schedule, implementing the Leadership Seminar and Spring Theme, and identifying speakers necessary for the program - Plan and staff the Annual Vision Retreat and Spring Institute - Identify and train assistant and lead student interns - Facilitate and develop process for new interns selection; assist with general recruiting and scholarship application reviews - Provide spiritual formation for LLCs through monthly gatherings, days of recollection and one-on-one spiritual direction - Serve as overall spiritual formator to Habiger Institute"
"2019-4123","Part-Time Adjunct Faculty, German","US-MN-St. Paul","Faculty","Adjunct Faculty","1","6/4/2019","Open until Filled","This position is open to all qualified applicants.","Modern & Classical Languages - CAS","No","","https://facultyemployment-stthomas.icims.com/jobs/4123/job","Upload all application materials electronically, including: 1) Cover Letter 2) CV/Resume with current professional references 3) Teaching evaluations, teaching philosophy, and sample teaching materials ÿ Position open until filled.ÿ However, priority is given to applications send by August 15, 2019.ÿ Successful applicants will be invited to campus for a teaching demo.ÿ Questions about the position may be sent to the German program director Dr. Susanne M. Wagner at smwagner@stthomas.edu (please do not submit materials to this e-mail address).","The Department of Modern & Classical Languages at the University of St. Thomas invites applications for the position of adjunct instructor of German beginning in Spring Semester 2020 with likely continuation in the Fall. ÿ Teaching load is anticipated at 1-3 courses per semester at the elementary or intermediate level, but may include upper level classes as well. The German program is searching for someone, who is interested in the STE(A)M fields and excited to teach all levels of instruction using best practices of current pedagogical techniques.ÿ Salary will be commensurate with experience and degree."
"2018-3315","Part-time Adjunct Instructor ? German","US-MN-St. Paul","Faculty","Adjunct Faculty","1","1/31/2018","Open until Filled","This position is open to all qualified applicants.","Modern & Classical Languages - CAS","No","Exempt/Salaried","https://facultyemployment-stthomas.icims.com/jobs/3315/job","Upload all application materials electronically, including: 1) Cover Letter 2) CV/Resume with current professional references 3) Teaching evaluations, teaching philosophy, and sample teaching materials. ÿ Position open until filled. However, priority will be given to applications sent by March 9, 2018.ÿ Successful applicants will be invited to campus for a teaching demo.ÿ ÿ Questions about the position may be sent to the German program director Dr. Susanne M. Wagner at smwagner@stthomas.edu (please do not submit materials to this e-mail address).","The Department of Modern & Classical Languages at the University of Saint Thomas invites applications for the position of adjunct instructor of German beginning in Fall Semester 2018 with likely continuation in the spring. Teaching load is anticipated at 1-3 courses per semester at the elementary or intermediate level, but may include upper level classes as well. The German program is searching for a generalist with interest in the STEM fields and/or content-based instruction. Salary will be commensurate with experience and degree."
"2019-4144","Part-Time Building Service Worker","US-MN-Minneapolis & St. Paul","Staff","Part-Time Staff","2","6/10/2019","Open Until Filled","This position is open to all qualified applicants.","Facilities Management ? Business Affairs","No","Non-Exempt/Hourly","","","The University of St. Thomas Facilities Management Department is accepting applications for a Part-Time Building Service Worker.ÿÿ ÿ The University of St. Thomas embraces diversity, inclusion, and equal opportunity for all. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. This commitment is consistent with our mission to inspire our students, using the Catholic intellectual tradition, to think critically, work skillfully, and act wisely ? all for the common good.ÿ A successful candidate will possess a commitment to the ideals of this mission. ÿ Duties include cleaning assigned buildings including offices, athletic facilities, classrooms and public restrooms in accordance with university safety and quality standards; setting up rooms for events; snow removal and occasional heavy lifting of supplies, equipment, and furniture. ÿ Starting hourly rate: $17.92 Shift differential pay may be available depending on the shifts worked ÿ This position is part-time and the following shifts are open: - St. Paul & Minneapolis Campuses: - Saturday and Sunday 3:30 pm to 12:00 am (midnight) and Monday 6:30 pm to 10:30 pm - Saturday and Sunday 12:00 pm (Noon) to 8:30 pm, and Monday 11:30am - 3:30 pm Successful completion of a criminal background check and pre-employment physical are conditions of employment for this position. ÿ This position is in a collective bargaining unit.ÿ New employees must satisfy a 90 working day probationary period and join the union after its satisfactory completion. The position is considered emergency essential. If campus closes due to an emergency or inclement weather, emergency essential employees still need to report and complete any regularly scheduled hours. ÿ"
"2019-4054","Peer Mentor","US-MN-St. Paul","Student","Student","8","4/24/2019","Open Until Filled","This position is open to currently enrolled, degree-seeking students at the University of St. Thomas.","School of Engineering","No","Student - Hourly","https://studentemployment-stthomas.icims.com/jobs/4054/job","","Job Title:ÿPeer Mentorÿ Pay Rate:ÿ$10.50/hour, $11.00/hour, $11.50/hour (pay rate depends on which level you're hired at) Location: St. Paul Campus ÿ JOB SUMMARY Peer Mentors serve as a knowledgeable guide and resource to students enrolled in ENGR 150.ÿ Peer Mentors attend class to help with project work and activities, enforce safety in the lab, and manage lab space.ÿ Being a Peer Mentor carries a unique responsibility because you are directly assisting your peers in their learning process.ÿ Therefore, the quality of your work has the potential to affect many students and the quality of their education. ÿ ESSENTIAL FUNCTIONS - Assist students during project work time - Supervise weekend or convo hour project work time - Grade quizzes and homework - Maintain lab by keeping space neat and tidy - Set up lab for activities: solder stations, circuit project components, etc. - Enforce lab safety (safe equipment use, use of safety glasses, hair tied back, etc.) - Inventory supplies - Brainstorm and propose new project ideas for final projects"
"2019-4096","Processing Student Assistant","US-MN-St. Paul","Student","Student","3","5/15/2019","Open Until Closed","This position is open to currently enrolled, degree-seeking students at the University of St. Thomas.","Information Technology Services - ITS","No","Student - Hourly","https://studentemployment-stthomas.icims.com/jobs/4096/job","Special Instructions to Candidates: - Must be available to work between the hours of 8:00am-4:30pm Monday-Friday (there will be flexibility and the ability to work around your class schedule). - Work between 15-20 hours per week. - This position is open to undergraduate students. ÿ","Job Title:ÿOffice of Student Data and Registrar ? Processing Student Assistant Shifts:ÿ15-20 hours/weekly Location:ÿSt. Paul Campus ÿ JOB SUMMARY ÿ This position exists primarily to provide technical and operational support for the Office of Student Data and Registrar. The individual will assist in the management of student data to ensure data integrity and data access within Student Data Services in relation all aspects of student data. In addition, this individual will maintain a customer-focused and supportive environment. ÿ ESSENTIAL FUNCTIONS General Job duties include: ÿ - Data entry to both Salesforce and Banner - Manage processing reports - Scanning documents using Optix - General administrative duties - Special projects as needed - Assist students with questions"
"2019-3972","Program Coordinator Intern","US-MN-Minneapolis","Student","Student","2","5/17/2019","Open Until Filled","This position is open to currently enrolled, degree-seeking students at the University of St. Thomas.","Executive Education ? OCB","No","Student - Hourly","https://studentemployment-stthomas.icims.com/jobs/3972/job","This position's desired start date will be middle to end of Spring 2019 semester with anticipated summer work extending to Fall 2019 semester. Must have 1-2 days evening availability during semester (typically 3-9:30 p.m.)","The Program Coordinator Intern supports the daily operations of Executive Education. This position assists program managers with program coordination of non-degree classes (programs) offered on the Minneapolis campus. The Operations Intern ensures materials, classroom, and technology are properly set-up each day of the program.ÿÿ ÿ The Program Coordinator Intern will assist program managers, program developers and other Executive Education staff with business reporting, evaluation management, customer service and special projects based on students? skills and interests. Aligned with our department values, this individual will create and maintain a customer-focused and supportive environment for all those who enter the Executive Education suite. This is an ideal position for those interested in HR, hospitality, business as well as those that enjoy interacting with a wide demographic of customers.ÿÿÿ ÿ This position works closely with all levels of staff and faculty to accomplish job responsibilities through collaboration, communication, and execution of tasks.ÿ ÿ Essential Functions: - Program Coordinationÿÿ - Create and print name tags, name tents, room signs, attendance sheets and certificates for programsÿÿ - Set-up and tear down classrooms (tables, materials, signs, technology prep, etc.)ÿÿ - Ensure all registration materials are scanned into internal registration system dailyÿ - Assist faculty and customers with requests during programsÿÿ - Monitor catering and technology within scheduled programsÿÿ - Createspecial certificates and completion reports for certain programsÿ - Proof materials prior to duplicating ÿ - Special projects as assigned ÿ - Evaluation Managementÿÿ - Upon direction from program manager or director, conduct activities in registration databasefor evaluation reportingÿÿ - Create and print evaluations for programsÿÿ - Manage input of evaluation data, create dashboards and reports as requestedÿÿ - Communicate evaluation completion to program managers and directorsÿ - Office Managementÿÿ - Assist customers in checking out technology, reserving rooms and various requestsÿ - Restock supplies and keeping inventoryÿÿ - Ensure Executive Education suite is well maintained and properly set-upÿÿ - Improve systems in office by anticipating program manager needs for daily and program specific functionsÿÿ - Customer Serviceÿÿ - Acts as main backup point of contact for customers, faculty and St. Thomas staffÿÿ - Direct customers to correct person/program manager when there are inquiresÿÿ - Provide direction and help to general public who stop by the office reception desk"
"2019-4044","Program Manager I, Office of Study Abroad","US-MN-St. Paul","Staff","Full-Time Staff","1","4/24/2019","Open until Filled","This position is open to all qualified applicants.","Office of Study Abroad","Yes","Exempt/Salaried","","","The University of St. Thomas invites qualified candidates to apply for a Program Manager I within the Office of Study Abroad. ÿ The University of St. Thomas embraces diversity, inclusion, and equal opportunity for all. Our convictions of dignity, diversity and personal attention call us to embody and champion a diverse, equitable and inclusive environment.ÿ We welcome applicants of diverse races, ethnicities, geographic origins, gender identities, ages, socioeconomic backgrounds, sexual orientations, religions, work experience, physical and intellectual abilities, and financial means. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. This commitment is consistent with our mission to inspire our students, using the Catholic intellectual tradition, to think critically, work skillfully, and act wisely ? all for the common good.ÿ A successful candidate will possess a commitment to the ideals of this mission. ÿ JOIN OUR COMMUNITY The University of St. Thomas offers a competitive and comprehensive benefits program, which includes: - Up to 100% tuition remission for employees, spouses, and dependents upon eligibility - A generous Employer retirement contribution of 9.4% of annual salary upon eligibility - Medical, dental, and vision options - Employer-paid disability, life, and AD&D benefits JOB SUMMARY Reporting to the Associate Director for University International Programs, this position serves faculty and staff by developing, managing, and implementing St. Thomas programs through the Office of Study Abroad. As part of the University International Programs team, the Program Manager will support short-term and semester long programs including faculty and staff program director training and student pre-departure and returnee programming. This position will also partner with Community Engagement and other administrative units to develop experiential opportunities abroad. ÿ About the Department The Office of Study Abroad (OSA) of Global Learning and Strategy is the University of St. Thomas?s comprehensive resource for global education programs, and whose broad mission is to provide integrated academic and intercultural off-campus learning experiences. OSA staff work with over 2,000 undergraduate and graduate UST students planning to, studying on and returning from credit-granting programs around the world annually. The OSA also manages multiple advising and enrollment cycles simultaneously from prospective student to alumni status, and develops and facilitates short-term and semester programs in collaboration with program directors, academic and administrative departments and external national and international organizations. While its core responsibility is for credit-granting programs, OSA staff also facilitate the risk, liability, health and safety of all university student, faculty, and staff off-campus travel activity. ÿ ESSENTIAL FUNCTIONS - As part of the University International Programs team, develop, implement, and manage international programs. Execute policies and procedures for these programs, develop program budgets, implement approved plans, identify and vet external partner organizations, and consult throughout the process. Proactively advise and support program directors on operational benchmarks, program cycles, policies, budgets, marketing, logistics, enrollment, etc. - Support program directors in identifying and developing program models to increase cross-cultural engagement, intercultural learning, and making effective use of off-campus sites. - Collaborate with academic departments to develop, integrate, and enhance study abroad programming across the curriculum. Partner with UST administrative departments in collaborative programming for students, staff, and faculty. - Develop and deliver curriculum for faculty training, including workshops, seminars and on-line materials. Develop and oversee pre-departure preparation for St. Thomas programs, including orientation curriculum and materials. - Participate in external outreach, networking, and professional engagement activities. Attend local, regional and national conferences. Keep up-to-date on current knowledge and trends in the field of education abroad. - Other duties as assigned by the Associate Directors of the Office of Study abroad."
"2019-4129","Psychologist/Counselor Liaison to Veteran?s Resource Center (0.83 FTE)","US-MN-St. Paul","Staff","Full-Time Staff","1","6/7/2019","Open until Filled","This position is open to all qualified applicants.","Center for Well-Being, Student Affairs","Yes","Exempt/Salaried","","","The University of St. Thomas invites qualified candidates to apply for aÿPsychologist/Counselor Liaison to Veteran?s Resource Center opportunity within the Center for Well-Being. ÿ The University of St. Thomas embraces diversity, inclusion, and equal opportunity for all. Our convictions of dignity, diversity and personal attention call us to embody and champion a diverse, equitable and inclusive environment.ÿ We welcome applicants of diverse races, ethnicities, geographic origins, gender identities, ages, socioeconomic backgrounds, sexual orientations, religions, work experience, physical and intellectual abilities, and financial means. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. This commitment is consistent with our mission to inspire our students, using the Catholic intellectual tradition, to think critically, work skillfully, and act wisely ? all for the common good.ÿ A successful candidate will possess a commitment to the ideals of this mission. ÿ JOIN OUR COMMUNITY The University of St. Thomas offers a competitive and comprehensive benefits program, which includes: - Up to 100% tuition remission for employees, spouses, and dependents upon eligibility - A generous Employer retirement contribution of 9.4% of annual salary upon eligibility - Medical, dental, and vision options - Employer-paid disability, life, and AD&D benefits JOB SUMMARY The Psychologist/Counselor/ provides general psychological services to the University of St. Thomas community in the form of assessment, individual and group therapy, crisis intervention, consultation, and outreach programming, and supervision and training within Counseling & Psychological Services APA accredited doctoral psychology internship program. This position is also the liaison to the Veterans Resource Center and provides outreach programming, psychoeducation, consultation, and crisis intervention appropriate to the needs of student veterans at UST.ÿÿ ÿ ESSENTIAL FUNCTIONS - Provide individual and group psychotherapy, psychoeducation, consultation, and crisis intervention services to students, including student veterans - Service as CAPS liaison to Veterans Resource Center, including outreach programming, consultation, and drop-in services to student veterans - Serve on the UST Veterans Services Committee - Serve on the organizing committee for the annual Veteran?s Resource Center/CAPS sponsored PTSD Conference - Provide outreach and consultation services to UST community including students, faculty and staff - Serve as liaison to one UST residence hall and provide crisis coverage and consultation services to that hall - Maintain records and case notes in keeping with legal, ethical and professional standards of care - Provide clinical supervision to doctoral interns and practicum students as experience and licensure allows - Serve on UST and Student Affairs committees as time permits - Perform administrative tasks as assigned - Maintain Minnesota licensure by completing the requisite continuing education"
"2019-4125","Psychologist/Counselor/Social Worker (0.83 FTE), 1-year Term Appointment","US-MN-St. Paul","Staff","Part-Time Staff","1","6/5/2019","6/15/2019","This position is open to all qualified applicants.","Center for Well-Being, Student Affairs","Yes","Exempt/Salaried","","","The University of St. Thomas invites qualified candidates to apply for a Psychologist/Counselor/Social Worker opportunity within the Center for Well-Being. ÿ The University of St. Thomas embraces diversity, inclusion, and equal opportunity for all. Our convictions of dignity, diversity and personal attention call us to embody and champion a diverse, equitable and inclusive environment.ÿ We welcome applicants of diverse races, ethnicities, geographic origins, gender identities, ages, socioeconomic backgrounds, sexual orientations, religions, work experience, physical and intellectual abilities, and financial means. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. This commitment is consistent with our mission to inspire our students, using the Catholic intellectual tradition, to think critically, work skillfully, and act wisely ? all for the common good.ÿ A successful candidate will possess a commitment to the ideals of this mission. ÿ JOIN OUR COMMUNITY The University of St. Thomas offers a competitive and comprehensive benefits program, which includes: - Up to 100% tuition remission for employees, spouses, and dependents upon eligibility - A generous Employer retirement contribution of 9.4% of annual salary upon eligibility - Medical, dental, and vision options - Employer-paid disability, life, and AD&D benefits JOB SUMMARY This position provides psychological services to the University of St. Thomas community on the St. Paul campus. These services include assessment, individual and group therapy, crisis intervention, consultation, and outreach programming. ÿ This is a one year term, benefits eligible position. The position is expected to last at least one year, depending on the business needs of the department. ÿ ESSENTIAL FUNCTIONS - Conduct assessments and intake sessions, provide individual and group psychotherapy, and crisis intervention services to students. - Maintain records and case notes in keeping with legal, ethical, and professional standards of care. Communicate with referral resources and other providers as needed. Adhere to CAPS policies and procedures. - Provide outreach and consultation services to UST community including students, faculty, and staff. Serve on UST, Student Affairs, and CAPS committees. - Maintain involvement in appropriate professional organizations. Maintain Minnesota licensure by completing the requisite continuing education. - Perform administrative tasks as assigned, including participation in staff meetings and case consultation, writing reports, collecting and analyzing client data."
"2019-4138","Public Safety Officer","US-MN-Minneapolis & St. Paul","Staff","Full-Time Staff","4","6/10/2019","Open Until Filled","This position is open to all qualified applicants.","Public Safety - Auxiliary Services","Yes","Non-Exempt/Hourly","","","The University of St. Thomas, Department of Public Safety, one of the regionally recognized leaders in college and university campus public safety, is seeking highly qualified candidates for full-time Public Safety Officer roles. ÿ The University of St. Thomas embraces diversity, inclusion, and equal opportunity for all. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. This commitment is consistent with our mission to inspire our students, using the Catholic intellectual tradition, to think critically, work skillfully, and act wisely ? all for the common good.ÿ A successful candidate will possess a commitment to the ideals of this mission. JOIN OUR COMMUNITY The University of St. Thomas offers a competitive and comprehensive benefits program, which includes: - Up to 100% tuition remission for employees, spouses, and dependents upon eligibility - A generous Employer retirement contribution of 9.4% of annual salary upon eligibility - Medical, dental, and vision options - Employer-paid disability, life, and AD&D benefits JOB SUMMARYÿ Public Safety plays a major role in protecting the St. Thomas community, and has a proven history of educating, training and enhancing the job skills necessary for professional career advancement in policing and the private security industries. Full time employees are eligible for 100% tuition remission applicableÿtoward bachelor's degrees including sociology or criminal justice/law enforcement and master's degrees including police leadership following one year of full time employment. ÿ ESSENTIAL FUNCTIONS - Protect life, safeguard property and maintain peace and order at two urban campus locations through enforcement of local, state and federal laws as well as university rules and regulations - Proactively patrol a residential community of nearly 2,500 people - Prevent crime - Respond to emergency situations - Work closely with local police and emergency service personnel - Establish and foster community relationships - Conduct preliminary investigations involving criminal or suspicious activity - Prepare, write and file reports"
"2019-4121","Salesforce Data Management Assistant","US-MN-Minneapolis","Student Onboarding Pilot","Student","1","5/29/2019","Open Until Filled","This position is open to currently enrolled, degree-seeking students at the University of St. Thomas.","Opus College of Business - OCB","No","Student - Hourly","https://studentemployment-stthomas.icims.com/jobs/4121/job","Applicants will be asked to upload a resume and copy/paste a cover letter as part of the application process.ÿ ÿ Due to the writing responsibilities of this position, applications without a cover letter or answers to the 4 screening questions will not be considered.ÿ If the application form does not provide a place to answer them directly, please include answers to the 4 questions after your signature as a postscript to your cover letter.","Job Title: Salesforce Data Management Shifts: 15-20 hours/weekly, 8:30 AM - 5:00 PM Locations: Minneapolis Campusÿ ÿ ÿ JOB SUMMARYÿ ÿ The Salesforce Data Management Assistant will find and correct a variety of data quality issues in the Opus College of Business's customer relationship management (CRM) database, Salesforce, particularly focusing on duplicate record removal. ÿ Such issues (duplicate records, details in need ofÿpropagation to other parts of a record, etc.) arise on an ongoing basis as the College continually adds data to its CRM from a variety of sources. ÿ ESSENTIAL FUNCTIONS - The Salesforce Data Management Assistant will use sophisticated power tool software as well as simple web-browser-based data entry interfaces to find and correct these issues. ÿ The Salesforce Data Management Assistant will also document additions and changes to her/his own job duties in sufficient detail to minimize oral training required for the next person to hold the position. - This position is responsible for accurately making irreversible changes to the Opus College of Business's customer relationship management database to improve the quality of the records in this database. - Total Requested Hours per Week: 15-20 Schedule: Flexible, but must be within M-F 8:30AM-5:00PM"
"2019-4083","Sexual Violence Prevention Graduate Assistant","US-MN-St. Paul","Student","Student","1","5/8/2019","Open Until Filled","This position is open to currently enrolled, degree-seeking students at the University of St. Thomas.","Student Affairs","No","Student - Hourly","https://studentemployment-stthomas.icims.com/jobs/4083/job","Application Process: Submit a cover letter and resume to Emily Erickson at emily.erickson@stthomas.edu. ÿ Academic Year Position: Starting August 2019, flexible start date through May 2020. Possible to renew position for an additional academic year if still enrolled as a graduate student. Possibility of some summer hours. ÿ Compensation: Hourly wage commensurate with experience plus $3500 tuition assistance per semester.","Job Title:ÿSexual Violence Prevention Graduate Assistantÿ Location:ÿSt. Paul Campusÿ ÿ JOB SUMMARY ÿ This position offers an opportunity for a graduate student to gain experience in program planning, implementation and evaluation. The Office of Violence Prevention and Awareness addresses sexual violenceÿprevention and education forÿundergraduate students, graduate students, staff and faculty at the University of St. Thomas.ÿSexual violence includes sexual assault, rape, sexual harassment, stalking, and dating and domestic violence. Programming and campaigns address the following areas:ÿbystander intervention, healthy relationships and sexuality, consent, risk reduction, gender equity, social norms change and supporting victim/survivors.ÿIn the fall of 2019, the office will integrate with the newly opened Center for Wellbeing allowing for more opportunities for collaboration with the work of the Wellness Center, Health Services and Counseling and Psychological Services. ÿ ESSENTIAL FUNCTIONS ÿ - Assists with the planning, promotion, implementation, staffing, and evaluation of events sponsored by the Office of Violence Prevention and Awareness. - Coordinate marketing efforts for Office of Violence Prevention and Awareness including managing social media accounts, writing newsletters, and updating website materials. - Create preventions campaigns that are informed by best practices, culturally relevant, and inclusive of diverse communities."
"2019-4097","Software Engineer I or II","US-MN-St. Paul","Staff","Full-Time Staff","1","5/14/2019","Open Until Filled","This position is open to all qualified applicants.","Information Technology Services - ITS","Yes","Exempt/Salaried","","","The University of St. Thomas invites qualified candidates to apply for a Software Engineer I or II position within the Information Technology Services Department. ÿ The University of St. Thomas embraces diversity, inclusion, and equal opportunity for all. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. This commitment is consistent with our mission to inspire our students, using the Catholic intellectual tradition, to think critically, work skillfully, and act wisely ? all for the common good.ÿ A successful candidate will possess a commitment to the ideals of this mission. ÿ JOIN OUR COMMUNITY The University of St. Thomas offers a competitive and comprehensive benefits program, which includes: - Up to 100% tuition remission for employees, spouses, and dependents upon eligibility - A generous Employer retirement contribution of 9.4% of annual salary upon eligibility - Medical, dental, and vision options - Employer-paid disability, life, and AD&D benefits JOB SUMMARY Join a collaborative and functional team, doing exciting work using modern cloud platforms and tools. ÿ ESSENTIAL FUNCTIONS Depending on qualifications, incumbent would perform Software Engineer I or II duties, as outlined below. ÿ 1.ÿÿÿÿ Back end application development Designs or develops applications to meet business requirements and ensures work is within ITS (Information Technology Services) approved programming and support standards. Implements applications into St. Thomas technical and support infrastructure. Performs analysis and testing to assure quality. ÿ 2.ÿÿÿÿ Internal and external product ownership and integration Integrates external developed and maintained applications with St. Thomas infrastructure and systems. Manages product development for certain products, including functional analysis, translating user requirements into product features, and reviewing and evaluating feature requests. ÿ 3.ÿÿÿÿ Front end application development Creates, edits or modifies templates for a CMS or web development framework. Programs interaction with JavaScript and/or a library such as Vue, React, jQuery or AngularJS. Tests cross-browser, cross-platform, and/or cross-device compatibility for inconsistencies. Tests for compliance to specified standards, such as Section 508 accessibility standards in the clients region or domain. Ensures applications meet business and IT approved programming and support standards. ÿ 4. ÿÿÿ Application support Provides Tier II or Tier III support of applications.ÿ Assists Tier I or II support and other teams with incident resolution.ÿ Provide documentation to assist with application support. ÿ 5.ÿÿÿÿ ITS policy and procedure compliance Is proficient with and follows ITS procedures for communication updates, call/incident tracking, installation & inventory, knowledge base, and communication guidelines. Remains current on trending customer issues and concerns. Performs other duties as assigned to ensure policies and standards meet customer needs. ÿ"
"2019-4050","State Fair Ambassador","US-MN-St. Paul","Student","Student","3","4/29/2019","Open Until Filled","This position is open to currently enrolled, degree-seeking students at the University of St. Thomas.","Marketing, Insights and Communications","No","Student - Hourly","https://studentemployment-stthomas.icims.com/jobs/4050/job","","Job Title:ÿState Fair Ambassadorÿ Shifts:ÿ - Aug. 14 ? 21: approximately 20 hours during this week for booth set up and training - Aug. Aug. 22-Sept. 2: Booth is open from 9 a.m. ? 9 p.m. each day of the fair; Ambassadors will be scheduled for 6-8 hour shifts Locations:ÿSt. Paul Campus ÿ JOB SUMMARY Each year, the University of St. Thomas hosts a booth in the Education Building at the Minnesota State Fair. Our booth volunteers spend the day talking to alumni, current students, friends, and fair goers to share information and updates and answer questions about St Thomas. This year, we need your help. The Marketing, Insights & Communication Department is looking to hire three State Fair Ambassadors to manage the St. Thomas booth at the fair and serve as the point person for all volunteers. We want to ensure a high-quality experience that highlights the St. Thomas brand for all who visit the booth. Our St. Fair Ambassadors will play a key role in helping us achieve this goal. Added benefit: on the days you work, you?ll get free admission to the fair. ÿ ESSENTIAL FUNCTIONS - Responsible for managing the operations of the booth during your shift; including opening and closing the booth - Manage inventory and restocking of materials - Volunteer management; including, welcoming volunteers, training them on functions of the booth and answering questions - Serve as point person to answer questions from volunteers and booth visitors - Responsible for technology used in booth"
"2019-4020","Stewardship Program Intern","US-MN-St. Paul","Student","Student","1","4/3/2019","Open Until Filled","This position is open to currently enrolled, degree-seeking students at the University of St. Thomas.","University Development and Alumni Relations","No","Student - Hourly","https://studentemployment-stthomas.icims.com/jobs/4020/job","","Job Title:ÿStewardship Program Intern Locations:ÿSt Paul Campus ÿ JOB SUMMARY The Donor Relations team at the University of St. Thomas seeks a stewardship program intern. This department is part of the University Development and Alumni Relations team - UDAR, which raises money for scholarships, programming and buildings on campus. The Donor Relations team is responsible for a variety of donor acknowledgement, stewardship, recognition and engagement strategies that promote donor retention and advance cultivation. The stewardship program intern will assist generally with stewardship reporting projects that will include writing and creative design work and other marketing tasks. Daily tasks will include everything from basic graphic design, writing articles, researching donor-funded programs, outreach to students and donors, event work and other duties. Our student staffers are part of our family. ÿ ESSENTIAL FUNCTIONS ?ÿDesigning layout for impact reports to top level donors ?ÿWriting content for a variety of print and communication pieces. ?ÿAssisting with general office tasks. ?ÿEvent work including creating invitations and follow-up with invitees ?ÿData entry in Banner and Optix. ÿ"
